,Day,Plot,Treatment,Daily_mean,Weekly_average,Average_per_plot,,,,Week,Site,Treatment,Weekly_average
719,09/08/2016,8,"No water, cover",15.77083333,,,,,,,,,
720,09/08/2016,9,"Saturated, no cover",16.54166667,,,,,,,,,
721,09/08/2016,10,"Light water, no cover",14.58333333,,,,,,,,,
722,09/08/2016,11,"Saturated, cover",16.3125,,,,,,,,,
723,09/08/2016,12,"No water, no cover",15.22916667,,,,,,,,,
724,09/08/2016,13,"No water, no cover",15.58333333,,,,,,,,,
725,09/08/2016,14,Ambient,15.72916667,,,,,,,,,
726,09/08/2016,15,"Saturated, cover",15.27083333,,,,,,,,,
727,09/08/2016,16,Ambient,15.54166667,,,,,,,,,
728,09/08/2016,17,"Nothing, disturbed, cover",15.8125,,,,,,,,,
729,09/08/2016,18,"Nothing, disturbed, no cover",15.64583333,,,,,,,,,
730,09/08/2016,2,"Saturated, no cover",18,,,,,,,,,
731,09/08/2016,3,"Nothing, disturbed, no cover",16.75,,,,,,,,,
732,09/08/2016,4,"Nothing, disturbed, cover",15.91666667,,,,,,,,,
733,10/08/2016,5,"Light water, no cover",14.33333333,,,,,,,,,
734,10/08/2016,6,"No water, cover",15.20833333,,,,,,,,,
735,10/08/2016,8,"No water, cover",15.5625,,,,,,,,,
736,10/08/2016,9,"Saturated, no cover",14.02083333,,,,,,,,,
737,10/08/2016,10,"Light water, no cover",15.79166667,,,,,,,,,
738,10/08/2016,11,"Saturated, cover",14.35416667,,,,,,,,,
739,10/08/2016,12,"No water, no cover",14.8125,,,,,,,,,
740,10/08/2016,13,"No water, no cover",15.10416667,,,,,,,,,
741,10/08/2016,14,Ambient,14.45833333,,,,,,,,,
742,10/08/2016,15,"Saturated, cover",14.64583333,,,,,,,,,
743,10/08/2016,16,Ambient,14.97916667,,,,,,,,,
744,10/08/2016,17,"Nothing, disturbed, cover",14.89583333,,,,,,,,,
745,10/08/2016,18,"Nothing, disturbed, no cover",17.0625,,,,,,,,,
746,10/08/2016,2,"Saturated, no cover",16.0625,,,,,,,,,
747,10/08/2016,3,"Nothing, disturbed, no cover",15.41666667,,,,,,,,,
748,11/08/2016,4,"Nothing, disturbed, cover",13.875,,,,,,,,,
749,11/08/2016,5,"Light water, no cover",14.8125,,,,,,,,,
750,11/08/2016,6,"No water, cover",15.0625,,,,,,,,,
751,11/08/2016,8,"No water, cover",13.47916667,,,,,,,,,
752,11/08/2016,9,"Saturated, no cover",15.25,,,,,,,,,
753,11/08/2016,10,"Light water, no cover",13.8125,,,,,,,,,
754,11/08/2016,11,"Saturated, cover",14.33333333,,,,,,,,,
755,11/08/2016,12,"No water, no cover",14.54166667,,,,,,,,,
756,11/08/2016,13,"No water, no cover",13.95833333,,,,,,,,,
757,11/08/2016,14,Ambient,14,,,,,,,,,
758,11/08/2016,15,"Saturated, cover",14.5,,,,,,,,,
759,11/08/2016,16,Ambient,14.41666667,,,,,,,,,
760,11/08/2016,17,"Nothing, disturbed, cover",16.16666667,,,,,,,,,
761,11/08/2016,18,"Nothing, disturbed, no cover",15.35416667,,,,,,,,,
762,11/08/2016,2,"Saturated, no cover",14.91666667,,,,,,,,,
763,12/08/2016,3,"Nothing, disturbed, no cover",12.9375,,,,,,,,,
764,12/08/2016,4,"Nothing, disturbed, cover",13.75,,,,,,,,,
765,12/08/2016,5,"Light water, no cover",13.64583333,,,,,,,,,
766,12/08/2016,6,"No water, cover",12.625,,,,,,,,,
767,12/08/2016,8,"No water, cover",14.10416667,,,,,,,,,
768,12/08/2016,9,"Saturated, no cover",12.5,,,,,,,,,
769,12/08/2016,10,"Light water, no cover",13.29166667,,,,,,,,,
770,12/08/2016,11,"Saturated, cover",13.5,,,,,,,,,
771,12/08/2016,12,"No water, no cover",12.6875,,,,,,,,,
772,12/08/2016,13,"No water, no cover",12.83333333,,,,,,,,,
773,12/08/2016,14,Ambient,13.3125,,,,,,,,,
774,12/08/2016,15,"Saturated, cover",13.0625,,,,,,,,,
775,12/08/2016,16,Ambient,14.45833333,,,,,,,,,
776,12/08/2016,17,"Nothing, disturbed, cover",14.20833333,,,,,,,,,
777,12/08/2016,18,"Nothing, disturbed, no cover",13.625,,,,,,,,,
778,13/08/2016,2,"Saturated, no cover",12.75,,,,,,,,,
779,13/08/2016,3,"Nothing, disturbed, no cover",13.375,,,,,,,,,
780,13/08/2016,4,"Nothing, disturbed, cover",13.5,,,,,,,,,
781,13/08/2016,5,"Light water, no cover",12.39583333,,,,,,,,,
782,13/08/2016,6,"No water, cover",13.8125,,,,,,,,,
783,13/08/2016,8,"No water, cover",12.41666667,,,,,,,,,
784,13/08/2016,9,"Saturated, no cover",13.125,,,,,,,,,
785,13/08/2016,10,"Light water, no cover",13.22916667,,,,,,,,,
786,13/08/2016,11,"Saturated, cover",12.54166667,,,,,,,,,
787,13/08/2016,12,"No water, no cover",12.66666667,,,,,,,,,
788,13/08/2016,13,"No water, no cover",13.08333333,,,,,,,,,
789,13/08/2016,14,Ambient,12.83333333,,,,,,,,,
790,13/08/2016,15,"Saturated, cover",14.375,,,,,,,,,
791,13/08/2016,16,Ambient,13.89583333,,,,,,,,,
792,13/08/2016,17,"Nothing, disturbed, cover",13.39583333,,,,,,,,,
793,14/08/2016,18,"Nothing, disturbed, no cover",13.375,,,,,,,,,
794,14/08/2016,2,"Saturated, no cover",14.54166667,,,,,,,,,
795,14/08/2016,3,"Nothing, disturbed, no cover",14.6875,,,,,,,,,
796,14/08/2016,4,"Nothing, disturbed, cover",13.4375,,,,,,,,,
797,14/08/2016,5,"Light water, no cover",14.16666667,,,,,,,,,
798,14/08/2016,6,"No water, cover",13.08333333,,,,,,,,,
799,14/08/2016,8,"No water, cover",13.08333333,,,,,,,,,
800,14/08/2016,9,"Saturated, no cover",13.16666667,,,,,,,,,
801,14/08/2016,10,"Light water, no cover",12.47916667,,,,,,,,,
802,14/08/2016,11,"Saturated, cover",12.66666667,,,,,,,,,
803,14/08/2016,12,"No water, no cover",14.16666667,,,,,,,,,
804,14/08/2016,13,"No water, no cover",13.83333333,,,,,,,,,
805,14/08/2016,14,Ambient,14.10416667,,,,,,,,,
806,14/08/2016,15,"Saturated, cover",14.52083333,,,,,,,,,
807,14/08/2016,16,Ambient,13.35416667,,,,,,,,,
